ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,richFactor
CC,GO:0098685,Schaffer collateral - CA1 synapse,14/1240,99/19960,0.141414141414141,2.27631150211795,3.27643105892332,0.00317405329426744,0.0409530290894506,0.0345519537039639,ADORA3/APBA1/APBA2/CASK/GABRB1/GRM1/HIP1/INA/LRRC4C/NTNG1/NTNG2/PLPPR4/PRSS12/SYN2,14,1.41414141414141
CC,GO:0030672,synaptic vesicle membrane,18/1240,143/19960,0.125874125874126,2.02616738100609,3.16952790002043,0.00333309903456557,0.0410048695182601,0.0345956913257234,DMXL2/DNM1L/DOC2A/DYSF/LAMP5/MAL2/RAB27B/RAB3B/RAB3C/SLC30A3/SLC35F1/SLC4A8/STX1A/SV2A/SV2C/SYN2/SYPL2/SYT6,18,1.25874125874126
CC,GO:0099501,exocytic vesicle membrane,18/1240,143/19960,0.125874125874126,2.02616738100609,3.16952790002043,0.00333309903456557,0.0410048695182601,0.0345956913257234,DMXL2/DNM1L/DOC2A/DYSF/LAMP5/MAL2/RAB27B/RAB3B/RAB3C/SLC30A3/SLC35F1/SLC4A8/STX1A/SV2A/SV2C/SYN2/SYPL2/SYT6,18,1.25874125874126
CC,GO:0034774,secretory granule lumen,33/1240,324/19960,0.101851851851852,1.639486260454,2.98678884610549,0.00364030950025626,0.0437664483098991,0.0369256274667142,A2M/ACTN2/ADA2/BPI/C3/CAP1/CLU/CRISPLD2/CTSD/CTSG/CXCL1/DEFA4/GPI/GSDMD/HGF/HK3/ISLR/KNG1/LGALS3BP/LYZ/NAPRT/ORM1/RNASE3/S100A12/S100A8/S100A9/SERPINB1/SERPING1/TCN1/THBS1/TIMP3/VEGFC/VWF,33,1.01851851851852
CC,GO:0031091,platelet alpha granule,13/1240,91/19960,0.142857142857143,2.29953917050691,3.19778584080963,0.00401053937615308,0.0471461184441107,0.0397770455085125,A2M/ACTN2/CD36/CD9/CLU/HGF/ISLR/KNG1/ORM1/SERPING1/THBS1/VEGFC/VWF,13,1.42857142857143
CC,GO:1902711,GABA-A receptor complex,5/1240,19/19960,0.263157894736842,4.23599320882852,3.63193648247101,0.00512818414318692,0.0566045343343775,0.0477570839872173,GABRA1/GABRA4/GABRB1/GABRD/GABRE,5,2.63157894736842
CC,GO:0033017,sarcoplasmic reticulum membrane,8/1240,44/19960,0.181818181818182,2.9266862170088,3.2927865525956,0.00518777215055342,0.0566045343343775,0.0477570839872173,ART1/CAMK2D/HRC/ITPR2/JPH2/RYR1/SYNE2/TMEM38A,8,1.81818181818182
CC,GO:0043186,P granule,6/1240,27/19960,0.222222222222222,3.57706093189964,3.44863749147011,0.00543695121962758,0.0566045343343775,0.0477570839872173,ANKRD34C/EXD1/MAEL/MOV10L1/TDRD6/TDRD9,6,2.22222222222222
CC,GO:0045495,pole plasm,6/1240,27/19960,0.222222222222222,3.57706093189964,3.44863749147011,0.00543695121962758,0.0566045343343775,0.0477570839872173,ANKRD34C/EXD1/MAEL/MOV10L1/TDRD6/TDRD9,6,2.22222222222222
CC,GO:0060293,germ plasm,6/1240,27/19960,0.222222222222222,3.57706093189964,3.44863749147011,0.00543695121962758,0.0566045343343775,0.0477570839872173,ANKRD34C/EXD1/MAEL/MOV10L1/TDRD6/TDRD9,6,2.22222222222222
CC,GO:0030427,site of polarized growth,20/1240,173/19960,0.115606936416185,1.86089875069924,2.92693084709264,0.00545714792259594,0.0566045343343775,0.0477570839872173,APBB1/CDKL5/ELAVL4/FEZ1/FGF13/GRM6/IGF2BP1/KIF5C/L1CAM/LAMP5/NEO1/NGFR/PCDH9/PCDHGB1/PTPRO/RASGRF1/SLC2A13/TSHZ3/TUBB3/UNC5C,20,1.15606936416185
CC,GO:0048787,presynaptic active zone membrane,7/1240,37/19960,0.189189189189189,3.04533565823888,3.20490672117169,0.00699215595902742,0.0711317404293366,0.0600136462880086,APBA1/CACNA2D1/GABRB1/NTNG1/NTNG2/STX1A/SYT11,7,1.89189189189189
CC,GO:0005788,endoplasmic reticulum lumen,31/1240,314/19960,0.0987261146496815,1.58917197452229,2.70830233378617,0.00737116302300164,0.0735725516824126,0.0620729517726454,ADAMTS7/ARSJ/BMP4/C3/CCN1/CLU/COL13A1/COL15A1/COL22A1/COL26A1/COL4A1/COL4A5/COL5A1/COL7A1/COL9A1/COL9A2/FLT3/HRC/IGFBP3/KNG1/LAMB2/PDGFD/PLAUR/POGLUT2/PTGS2/SERPINC1/SERPING1/THBS1/TNC/WNT3A/WNT5B,31,0.987261146496815
CC,GO:0031252,cell leading edge,40/1240,433/19960,0.092378752886836,1.48699992550101,2.63683156733053,0.00796940614946743,0.0766231589172293,0.0646467403858426,ADORA1/AIF1L/APBB1/ARAP3/ASAP3/C2CD5/CDC42BPA/CDKL5/CTNNA3/EGFR/ENAH/EPB41L3/FERMT1/FGD5/GABRA1/GABRA4/GABRE/IGF2BP1/KCNA2/KCNC4/KITLG/LAMP5/LDB2/PACSIN1/PARVA/PDE9A/PEAR1/PIP5K1A/PLEKHG5/PLEKHO1/PLXND1/PTPRO/RIPOR2/SAMSN1/SPTBN1/SYNE2/TESC/TUBB3/UNC5C/VIM,40,0.92378752886836
CC,GO:1902710,GABA receptor complex,5/1240,21/19960,0.238095238095238,3.83256528417819,3.34245214697675,0.00809326925526037,0.0766231589172293,0.0646467403858426,GABRA1/GABRA4/GABRB1/GABRD/GABRE,5,2.38095238095238
CC,GO:0030426,growth cone,19/1240,168/19960,0.113095238095238,1.82046850998464,2.7485207905882,0.00836542250442722,0.0766231589172293,0.0646467403858426,APBB1/CDKL5/ELAVL4/FEZ1/FGF13/IGF2BP1/KIF5C/L1CAM/LAMP5/NEO1/NGFR/PCDH9/PCDHGB1/PTPRO/RASGRF1/SLC2A13/TSHZ3/TUBB3/UNC5C,19,1.13095238095238
CC,GO:0030018,Z disc,16/1240,133/19960,0.120300751879699,1.93645403832161,2.78875969740159,0.00839840983837795,0.0766231589172293,0.0646467403858426,ACTN2/ANK3/DES/HRC/JPH2/KCNN1/KY/MYL9/NEBL/OBSCN/PARVA/PGM5/PLEC/RYR1/SLC8A1/SYNE2,16,1.20300751879699
CC,GO:0043197,dendritic spine,20/1240,180/19960,0.111111111111111,1.78853046594982,2.73507283402676,0.00840102687561304,0.0766231589172293,0.0646467403858426,ACTN2/ADORA1/APBA1/APBA2/GABRA1/IGF2BP1/KCND2/KCND3/LPAR1/LZTS3/MT3/NGFR/NTRK2/PALMD/PPFIA2/PTK2/PTPRO/SORCS2/SYNE1/SYT11,20,1.11111111111111
CC,GO:0099572,postsynaptic specialization,37/1240,396/19960,0.0934343434343434,1.50399152818508,2.60716976848287,0.00877486160262523,0.0786763014879449,0.0663789709101356,ACTN2/CACNG5/CAMK2D/CDKL5/CHRNA10/CPEB1/ERBB4/GABRA1/GABRA4/GABRB1/GPR158/GRIK2/GRM1/KCND2/KCND3/LIN7A/LRP4/LRRC4C/LRRTM3/LZTS3/MAGI2/MAPK8IP2/NEO1/NGFR/NTRK2/PAK6/PLPPR4/PPFIA2/PRNP/PTPRO/RAPSN/SLC8A1/SORCS2/SPOCK1/SPTBN1/SYN2/SYT11,37,0.934343434343434
CC,GO:0032809,neuronal cell body membrane,6/1240,30/19960,0.2,3.21935483870968,3.13084113967736,0.00930528914433313,0.0819058198791668,0.0691037063551223,AMIGO1/CADM2/KCNA2/KCNC4/KCND2/SLC4A8,6,2
CC,GO:0044309,neuron spine,20/1240,182/19960,0.10989010989011,1.76887628500532,2.68181171164369,0.00944471646999844,0.0819058198791668,0.0691037063551223,ACTN2/ADORA1/APBA1/APBA2/GABRA1/IGF2BP1/KCND2/KCND3/LPAR1/LZTS3/MT3/NGFR/NTRK2/PALMD/PPFIA2/PTK2/PTPRO/SORCS2/SYNE1/SYT11,20,1.0989010989011
CC,GO:0030133,transport vesicle,41/1240,453/19960,0.0905077262693157,1.45688243252866,2.53154486144605,0.0101479019631228,0.0865845183627739,0.0730511109060117,ANXA13/AP1S2/AP1S3/APBA1/ARFGEF3/CD74/CPE/CRISPLD2/DEFA4/DMXL2/DNM1L/DOC2A/DYSF/HLA-DQB1/HLA-DRB1/HLA-DRB5/ITPR2/LAMP5/MAL2/MAP6/MT3/NPTX1/OVGP1/PPFIA2/PTPRN/RAB27B/RAB3B/RAB3C/RABAC1/RASSF9/SLC30A3/SLC35F1/SLC4A8/STX1A/SV2A/SV2C/SYN2/SYPL2/SYT11/SYT6/TRIM9,41,0.905077262693157
CC,GO:0008021,synaptic vesicle,24/1240,233/19960,0.103004291845494,1.65803682680327,2.60030892808375,0.0104445378814842,0.0877009609413513,0.0739930503216256,APBA1/DMXL2/DNM1L/DOC2A/DYSF/LAMP5/MAL2/MT3/PPFIA2/RAB27B/RAB3B/RAB3C/RABAC1/SLC30A3/SLC35F1/SLC4A8/STX1A/SV2A/SV2C/SYN2/SYPL2/SYT11/SYT6/TRIM9,24,1.03004291845494
CC,GO:0009925,basal plasma membrane,29/1240,298/19960,0.0973154362416107,1.56646460272786,2.53567957530339,0.0112396729922275,0.0914905781991868,0.077190339581047,ADORA1/ANK3/ANXA13/BSND/C5AR1/CA12/CALHM1/CASK/CAV1/EGFR/ERBB4/KCNQ4/LIN7A/LPO/LRP1/MET/MLC1/NDRG4/PTPRQ/SLC16A10/SLC22A7/SLC26A11/SLC38A1/SLC4A4/SLC4A8/SLC4A9/SLC6A12/TGFBR3/VSIG1,29,0.973154362416107
CC,GO:0030017,sarcomere,23/1240,222/19960,0.103603603603604,1.6676838128451,2.57467888759074,0.0112417534649284,0.0914905781991868,0.077190339581047,ABCC9/ACTN2/ANK3/DES/HRC/JPH2/KCNN1/KY/MYH1/MYL9/NEBL/OBSCN/PARVA/PGM5/PLEC/PYROXD1/RYR1/SLC8A1/SPTBN1/STYXL2/SYNE1/SYNE2/TNNC1,23,1.03603603603604
CC,GO:0098691,dopaminergic synapse,4/1240,15/19960,0.266666666666667,4.29247311827957,3.28305498552651,0.0116459661597771,0.0933441833109404,0.0787542209209804,CHRNA6/RAB3B/SV2C/SYT11,4,2.66666666666667
CC,GO:0034704,calcium channel complex,10/1240,71/19960,0.140845070422535,2.26715129486597,2.75282422633683,0.0120158098976659,0.0948710960576903,0.0800424728454098,C2CD6/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/MCUB/PKD1L1/PKD2L1/RYR1,10,1.40845070422535
CC,GO:0016323,basolateral plasma membrane,26/1240,264/19960,0.0984848484848485,1.58528836754643,2.46382664633216,0.0136839692735293,0.104543383149633,0.0882029538462731,ADORA1/ANK3/ANXA13/BSND/C5AR1/CA12/CALHM1/CASK/CAV1/EGFR/ERBB4/LIN7A/LPO/LRP1/MLC1/NDRG4/SLC16A10/SLC22A7/SLC26A11/SLC38A1/SLC4A4/SLC4A8/SLC4A9/SLC6A12/TGFBR3/VSIG1,26,0.984848484848485
CC,GO:0043679,axon terminus,14/1240,117/19960,0.11965811965812,1.92610973256135,2.58570528087117,0.0137314214770258,0.104543383149633,0.0882029538462731,ADORA1/CPLX4/GRIK2/KCNA2/KCNA3/KCNC4/NPFF/NTRK2/PACSIN1/PRNP/PRSS12/PTPRN/SLC4A8/SLC8A1,14,1.1965811965812
CC,GO:0032589,neuron projection membrane,9/1240,62/19960,0.145161290322581,2.3366285119667,2.71287111749146,0.0138846409898258,0.104543383149633,0.0882029538462731,ADORA1/EPB41L3/GABRA1/GABRA4/GABRE/KCNC4/LAMP5/RIPOR2/SPTBN1,9,1.45161290322581
CC,GO:0030175,filopodium,13/1240,106/19960,0.122641509433962,1.97413268411442,2.5880600467064,0.0141940252462866,0.104543383149633,0.0882029538462731,ACTN2/ARL4C/ENAH/EPHB1/FGF13/IGF2BP1/KITLG/MORN4/MYO3B/RIPOR2/SYNE2/TUBB3/UNC5C,13,1.22641509433962
CC,GO:0014704,intercalated disc,8/1240,52/19960,0.153846153846154,2.47642679900744,2.74363974063737,0.0142381350281081,0.104543383149633,0.0882029538462731,ANK3/CTNNA3/DES/DSG2/FGF13/MYH1/PGM5/SLC8A1,8,1.53846153846154
CC,GO:0045178,basal part of cell,30/1240,317/19960,0.0946372239747634,1.52335402462603,2.41740046058611,0.0144541441540091,0.104543383149633,0.0882029538462731,ADORA1/ANK3/ANXA13/BSND/C5AR1/CA12/CALHM1/CASK/CAV1/EGFR/ERBB4/ITGA1/KCNQ4/LIN7A/LPO/LRP1/MET/MLC1/NDRG4/PTPRQ/SLC16A10/SLC22A7/SLC26A11/SLC38A1/SLC4A4/SLC4A8/SLC4A9/SLC6A12/TGFBR3/VSIG1,30,0.946372239747634
CC,GO:0044298,cell body membrane,6/1240,33/19960,0.181818181818182,2.9266862170088,2.85084962220133,0.0148200802986135,0.104543383149633,0.0882029538462731,AMIGO1/CADM2/KCNA2/KCNC4/KCND2/SLC4A8,6,1.81818181818182
CC,GO:0070382,exocytic vesicle,25/1240,253/19960,0.0988142292490119,1.59059033533087,2.4331206659508,0.0148218407111957,0.104543383149633,0.0882029538462731,ANXA13/APBA1/DMXL2/DNM1L/DOC2A/DYSF/LAMP5/MAL2/MT3/PPFIA2/RAB27B/RAB3B/RAB3C/RABAC1/SLC30A3/SLC35F1/SLC4A8/STX1A/SV2A/SV2C/SYN2/SYPL2/SYT11/SYT6/TRIM9,25,0.988142292490119
CC,GO:0005581,collagen trimer,11/1240,86/19960,0.127906976744186,2.05888972243061,2.53270510305554,0.0172473024172668,0.120050302351765,0.101286097298076,COL13A1/COL15A1/COL22A1/COL26A1/COL4A1/COL4A5/COL5A1/COL7A1/COL9A1/COL9A2/MARCO,11,1.27906976744186
CC,GO:0042613,MHC class II protein complex,4/1240,17/19960,0.235294117647059,3.78747628083491,2.9591549460396,0.0183931380227899,0.126363246935791,0.106612310617402,CD74/HLA-DQB1/HLA-DRB1/HLA-DRB5,4,2.35294117647059
CC,GO:1904724,tertiary granule lumen,8/1240,55/19960,0.145454545454545,2.34134897360704,2.56371263948308,0.0195783720100744,0.132781522991402,0.112027391798537,CTSD/CXCL1/GSDMD/LYZ/MMP9/ORM1/PRSS3/TCN1,8,1.45454545454545
CC,GO:0005891,voltage-gated calcium channel complex,7/1240,45/19960,0.155555555555556,2.50394265232975,2.59940941270818,0.0200687690874379,0.134384542370312,0.113379854671201,C2CD6/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/RYR1,7,1.55555555555556
CC,GO:0034707,chloride channel complex,8/1240,56/19960,0.142857142857143,2.29953917050691,2.50634306232853,0.0216386529805727,0.141616937688299,0.119481805949336,ANO6/CLIC5/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1,8,1.42857142857143
CC,GO:0031674,I band,16/1240,148/19960,0.108108108108108,1.74019180470793,2.3261530176918,0.0216842569995316,0.141616937688299,0.119481805949336,ACTN2/ANK3/DES/HRC/JPH2/KCNN1/KY/MYL9/NEBL/OBSCN/PARVA/PGM5/PLEC/RYR1/SLC8A1/SYNE2,16,1.08108108108108
CC,GO:0043195,terminal bouton,7/1240,46/19960,0.152173913043478,2.44950911640954,2.5330742786475,0.0224420859969587,0.144778823077941,0.122149479624011,ADORA1/CPLX4/GRIK2/NTRK2/PRNP/PRSS12/SLC4A8,7,1.52173913043478
CC,GO:0005614,interstitial matrix,3/1240,11/19960,0.272727272727273,4.3900293255132,2.8944532670122,0.0270917246618472,0.1706133612633,0.143946005722095,NAV2/TNC/VIT,3,2.72727272727273
CC,GO:0097648,G protein-coupled receptor complex,3/1240,11/19960,0.272727272727273,4.3900293255132,2.8944532670122,0.0270917246618472,0.1706133612633,0.143946005722095,CALCRL/GRM1/RAMP3,3,2.72727272727273
CC,GO:0001772,immunological synapse,7/1240,48/19960,0.145833333333333,2.34744623655914,2.40548100650976,0.0277556851574912,0.172738322921327,0.145738829805279,CARD10/CARD11/CD53/CD6/GZMB/HLA-DRB1/SKAP1,7,1.45833333333333
CC,GO:0030016,myofibril,23/1240,243/19960,0.0946502057613169,1.52356298951281,2.11338668487787,0.0293534016424091,0.180557551963191,0.152335891020581,ABCC9/ACTN2/ANK3/DES/HRC/JPH2/KCNN1/KY/MYH1/MYL9/NEBL/OBSCN/PARVA/PGM5/PLEC/PYROXD1/RYR1/SLC8A1/SPTBN1/STYXL2/SYNE1/SYNE2/TNNC1,23,0.946502057613169
CC,GO:0005901,caveola,10/1240,82/19960,0.121951219512195,1.96302124311566,2.24897050514886,0.0303124262425879,0.184313488302632,0.155504763785327,CAV1/CAVIN2/CD36/EFNA5/EHD2/F2R/MLC1/PTGS2/SPRED1/TFPI,10,1.21951219512195
CC,GO:0005766,primary lysosome,16/1240,155/19960,0.103225806451613,1.66160249739854,2.12815311499626,0.0316950891284639,0.188389911786038,0.158944030638305,ABCA13/ADA2/BPI/C3/C3AR1/CAP1/CEACAM6/CTSG/DEFA4/FPR1/GLIPR1/IRAG2/LYZ/NAPRT/RNASE3/VNN1,16,1.03225806451613
CC,GO:0042582,azurophil granule,16/1240,155/19960,0.103225806451613,1.66160249739854,2.12815311499626,0.0316950891284639,0.188389911786038,0.158944030638305,ABCA13/ADA2/BPI/C3/C3AR1/CAP1/CEACAM6/CTSG/DEFA4/FPR1/GLIPR1/IRAG2/LYZ/NAPRT/RNASE3/VNN1,16,1.03225806451613
CC,GO:0030666,endocytic vesicle membrane,20/1240,207/19960,0.0966183574879227,1.55524388343463,2.06671091618866,0.0333521143916763,0.196036316813297,0.165395280725974,CAMK2D/CAV1/CD163/CD36/CD74/CD9/CYBB/EGFR/HLA-DQB1/HLA-DRB1/HLA-DRB5/HVCN1/IL7R/IRGM/LRP1/MARCO/RAB38/TYRP1/WNT3A/WNT5B,20,0.966183574879227
CC,GO:0101003,ficolin-1-rich granule membrane,8/1240,61/19960,0.131147540983607,2.11105235325225,2.23671744259502,0.0342609828720496,0.199165493838618,0.168035358447068,CR1/FPR1/FPR2/ITGB2/LILRB2/MGAM/SERPINB10/SLC2A3,8,1.31147540983607
CC,GO:0044306,neuron projection terminus,14/1240,133/19960,0.105263157894737,1.69439728353141,2.06791479245292,0.0369466039439699,0.211646545186483,0.178565585830403,ADORA1/CPLX4/GRIK2/KCNA2/KCNA3/KCNC4/NPFF/NTRK2/PACSIN1/PRNP/PRSS12/PTPRN/SLC4A8/SLC8A1,14,1.05263157894737
CC,GO:0035580,specific granule lumen,8/1240,62/19960,0.129032258064516,2.07700312174818,2.18592573499701,0.0372797001879346,0.211646545186483,0.178565585830403,BPI/CTSD/CXCL1/DEFA4/GSDMD/LYZ/ORM1/TCN1,8,1.29032258064516
CC,GO:0098984,neuron to neuron synapse,35/1240,412/19960,0.0849514563106796,1.3674444096461,1.93961885238134,0.0376549224699838,0.211646545186483,0.178565585830403,ACTN2/ADORA1/CACNG5/CAMK2D/CDKL5/CPEB1/ERBB4/GPR158/GRIK2/GRM1/LIN7A/LNX1/LRP4/LRRC4C/LRRTM3/LZTS3/MAGI2/MAL2/MAPK8IP2/NEO1/NGFR/NTRK2/PAK6/PLPPR4/PPFIA2/PRNP/PTPRO/SLC30A3/SLC4A8/SLC8A1/SORCS2/SPOCK1/SPTBN1/SYN2/SYT11,35,0.849514563106796
CC,GO:0098644,complex of collagen trimers,4/1240,21/19960,0.19047619047619,3.06605222734255,2.43795994451396,0.0380083587764005,0.211646545186483,0.178565585830403,COL4A1/COL4A5/COL5A1/COL7A1,4,1.9047619047619
CC,GO:0005770,late endosome,28/1240,318/19960,0.0880503144654088,1.41732602962061,1.93073864625863,0.0399843740984234,0.220330561438187,0.185892265545302,ANXA8/ATP9A/CD74/CST7/DYSF/EGFR/ELAPOR1/ENTREP1/F2R/HLA-DQB1/HLA-DRB1/HLA-DRB5/IRGM/LAMP3/LAMP5/MAGI2/MCOLN2/MCOLN3/PGA3/PGA4/RAB27B/RASGEF1B/RNF148/SIGLEC1/SLC30A3/SLC30A4/TTPA/ZMPSTE24,28,0.880503144654088
CC,GO:0032279,asymmetric synapse,32/1240,375/19960,0.0853333333333333,1.37359139784946,1.87965447583916,0.0429809681867476,0.234051107419783,0.197468251011816,ACTN2/ADORA1/CACNG5/CAMK2D/CDKL5/CPEB1/ERBB4/GPR158/GRIK2/GRM1/LIN7A/LRP4/LRRC4C/LRRTM3/LZTS3/MAGI2/MAPK8IP2/NEO1/NGFR/NTRK2/PAK6/PLPPR4/PPFIA2/PRNP/PTPRO/SLC4A8/SLC8A1/SORCS2/SPOCK1/SPTBN1/SYN2/SYT11,32,0.853333333333333
CC,GO:0043292,contractile muscle fiber,23/1240,253/19960,0.0909090909090909,1.4633431085044,1.90888611832151,0.043413904011558,0.234051107419783,0.197468251011816,ABCC9/ACTN2/ANK3/DES/HRC/JPH2/KCNN1/KY/MYH1/MYL9/NEBL/OBSCN/PARVA/PGM5/PLEC/PYROXD1/RYR1/SLC8A1/SPTBN1/STYXL2/SYNE1/SYNE2/TNNC1,23,0.909090909090909
CC,GO:0005858,axonemal dynein complex,4/1240,22/19960,0.181818181818182,2.9266862170088,2.32706677016817,0.0442440656748172,0.234051107419783,0.197468251011816,CFAP70/DNAH8/DNAI3/DNAI7,4,1.81818181818182
CC,GO:0097038,perinuclear endoplasmic reticulum,4/1240,22/19960,0.181818181818182,2.9266862170088,2.32706677016817,0.0442440656748172,0.234051107419783,0.197468251011816,CLU/CYBB/OSBPL6/SYT6,4,1.81818181818182
CC,GO:0044291,cell-cell contact zone,9/1240,76/19960,0.118421052631579,1.90619694397284,2.03706469344054,0.0454298039229823,0.237944220547106,0.200752859440797,ANK3/CTNNA3/DES/DSG2/FGF13/MYH1/PCDH9/PGM5/SLC8A1,9,1.18421052631579
CC,GO:0098839,postsynaptic density membrane,13/1240,125/19960,0.104,1.67406451612903,1.94566326510149,0.0469344872823767,0.243415135023307,0.205368654362515,ACTN2/CACNG5/ERBB4/GPR158/GRIK2/GRM1/LIN7A/LRRC4C/LRRTM3/NEO1/PLPPR4/PTPRO/SORCS2,13,1.04
CC,GO:0030665,clathrin-coated vesicle membrane,14/1240,138/19960,0.101449275362319,1.63300607760636,1.92044112061961,0.0480183327569232,0.246282692775227,0.207788004649679,AP1S2/AP1S3/AP3B2/CD74/CD9/EGFR/HIP1/HLA-DQB1/HLA-DRB1/HLA-DRB5/IL7R/RASSF9/SYT11/TYRP1,14,1.01449275362319
CC,GO:0032587,ruffle membrane,11/1240,101/19960,0.108910891089109,1.75311402107953,1.95285519599168,0.0487861754333176,0.246282692775227,0.207788004649679,AIF1L/C2CD5/CDKL5/EGFR/FERMT1/FGD5/PACSIN1/PDE9A/PIP5K1A/PLEKHO1/TESC,11,1.08910891089109
CC,GO:0030027,lamellipodium,19/1240,203/19960,0.0935960591133005,1.5065946289528,1.86713366495101,0.0488840883580318,0.246282692775227,0.207788004649679,APBB1/ARAP3/CDC42BPA/CTNNA3/ENAH/FGD5/IGF2BP1/KCNA2/KITLG/PARVA/PEAR1/PIP5K1A/PLEKHG5/PLXND1/PTPRO/SYNE2/TESC/TUBB3/UNC5C,19,0.935960591133005
MF,GO:0022836,gated channel activity,46/1196,308/18737,0.149350649350649,2.33978521478521,6.19065366922113,6.16726606388867e-08,5.07016350663867e-05,4.44843170560145e-05,ABCC9/ANO5/ANO6/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/CHRNA10/CHRNA6/CNGA1/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/GRIK2/HVCN1/ITPR2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNJ3/KCNK1/KCNMB4/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/MCOLN2/MCOLN3/OPRM1/P2RX5/PKD2L1/RYR1/SHROOM2/TMC3/TMC5/TRPM5,46,1.49350649350649
MF,GO:0005216,monoatomic ion channel activity,58/1196,439/18737,0.132118451025057,2.06981891041513,5.92267051814228,1.06296613356565e-07,5.07016350663867e-05,4.44843170560145e-05,ABCC9/ANO5/ANO6/BSND/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/CHRNA10/CHRNA6/CLIC5/CNGA1/GABRA1/GABRA4/GABRB1/GABRD/GABRE/GLRA1/GRIK2/HVCN1/ITPR2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNIP3/KCNJ3/KCNK1/KCNMB4/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/MCOLN2/MCOLN3/OPRM1/P2RX5/PANX3/PKD1L1/PKD1L3/PKD2L1/RYR1/SHROOM2/SLC26A11/TMC3/TMC5/TMEM38A/TRPC1/TRPC6/TRPC7/TRPM5/TRPV3,58,1.32118451025057
MF,GO:0046873,metal ion transmembrane transporter activity,58/1196,444/18737,0.130630630630631,2.04651013890144,5.82732597184645,1.57295662046701e-07,5.07016350663867e-05,4.44843170560145e-05,ABCC9/ATP2B3/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/CHRNA10/CNGA1/GRIK2/ITPR2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNIP3/KCNJ3/KCNK1/KCNMB4/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/MCOLN2/MCOLN3/NIPAL4/OPRM1/PANX3/PKD1L1/PKD1L3/PKD2L1/RYR1/SHROOM2/SLC10A6/SLC12A1/SLC28A1/SLC30A3/SLC30A4/SLC38A1/SLC38A2/SLC38A4/SLC4A4/SLC4A8/SLC4A9/SLC6A12/SLC8A1/SLC9C2/TMEM38A/TRPC1/TRPC6/TRPC7/TRPM5/TRPV3,58,1.30630630630631
MF,GO:0005261,monoatomic cation channel activity,46/1196,333/18737,0.138138138138138,2.16412566412566,5.5968378211502,6.23426874256831e-07,0.000150713446851589,0.000132232121223949,ABCC9/ANO6/CACNA1A/CACNA1B/CACNA1E/CACNA1H/CACNA2D1/CACNG5/CALHM1/CHRNA10/CHRNA6/CNGA1/GRIK2/HVCN1/ITPR2/KCNA2/KCNA3/KCNC4/KCND2/KCND3/KCNH6/KCNIP3/KCNJ3/KCNK1/KCNMB4/KCNN1/KCNQ3/KCNQ4/KCNS3/LRRC52/MCOLN2/MCOLN3/OPRM1/P2RX5/PANX3/PKD1L1/PKD1L3/PKD2L1/RYR1/SHROOM2/TMEM38A/TRPC1/TRPC6/TRPC7/TRPM5/TRPV3,46,1.38138138138138
MF,GO:0001540,amyloid-beta binding,19/1196,83/18737,0.228915662650602,3.5862815811742,6.16603124770223,8.70800121671291e-07,0.000168412743531228,0.000147761031172013,APBA1/APBA2/APBB1/CACNA1A/CACNA1B/CD36/CD74/CLU/FPR2/ITGAM/ITGB2/LDLRAD3/LILRB2/LRP1/MAPK8IP2/MARCO/NGFR/PRNP/RAMP3,19,2.28915662650602
MF,GO:0008201,heparin binding,29/1196,176/18737,0.164772727272727,2.58139347065977,5.5039242013683,2.2901550812934e-06,0.000369096660601787,0.000323835964126752,ADA2/ADAMTS1/ADAMTS15/ADAMTS3/BMP4/CCL23/CCN1/CCN2/CCN3/COL13A1/COL5A1/CRISPLD2/CTSG/CXCL10/CXCL6/CXCL8/FGF10/KNG1/LIPG/MSTN/NAV2/NELL2/NRP1/PCOLCE2/PLA2G2D/RSPO2/SERPINC1/TGFBR3/THBS1,29,1.64772727272727
